Reference:,Baratta et al. (2015),,,,,
DOI:,doi:http://dx.doi.org/10.1016/j.pss.2015.08.011,,,,,
Sample Type:,Ice Tholin,,,,,
Composition:,CH4:CO:N2 (1:1:1),,,,,
Temperature:,300K,,,,,
OCdb page:,https://ocdb.smce.nasa.gov/dataset/3,,,,,
n_ Error Units:,Not Applicable,,,,,
k_ Error Units:,Not Applicable,,,,,
,,,,,,
Wavenumber (cm__),n_,Dn_  (+/-),,Wavenumber (cm__),k_,Dk_  (+/-)
5234.9,1.62016,,,5234.9,0.00986,
5243.3,1.62037,,,5243.3,0.00992,
5251.6,1.62044,,,5251.6,0.00981,
5260,1.6204,,,5260,0.00974,
5268.3,1.62057,,,5268.3,0.00974,
5276.7,1.6206,,,5276.7,0.00969,
5285,1.62056,,,5285,0.00968,
5293.4,1.6207,,,5293.4,0.00959,
5301.7,1.62077,,,5301.7,0.00953,
5310.1,1.62084,,,5310.1,0.00958,
5318.4,1.62089,,,5318.4,0.0095,
5326.8,1.62083,,,5326.8,0.00946,
5335.1,1.62099,,,5335.1,0.00947,
5343.5,1.62096,,,5343.5,0.00925,
5351.8,1.62103,,,5351.8,0.00933,
5360.2,1.62106,,,5360.2,0.0094,
5368.5,1.62112,,,5368.5,0.00918,
5376.9,1.62111,,,5376.9,0.00904,
5385.2,1.62131,,,5385.2,0.009,
5393.6,1.6213,,,5393.6,0.00889,
5401.9,1.62138,,,5401.9,0.00882,
5410.3,1.62146,,,5410.3,0.00884,
5418.6,1.62151,,,5418.6,0.00884,
5427,1.62166,,,5427,0.00871,
5435.3,1.62167,,,5435.3,0.00864,
5443.7,1.62191,,,5443.7,0.00849,
5452.1,1.62191,,,5452.1,0.00852,
5460.4,1.62203,,,5460.4,0.00857,
5468.8,1.62201,,,5468.8,0.00845,
5477.1,1.62219,,,5477.1,0.00839,
5485.4,1.62225,,,5485.4,0.00842,
5493.8,1.62232,,,5493.8,0.00841,
5502.1,1.6224,,,5502.1,0.00837,
5510.5,1.62245,,,5510.5,0.00841,
5518.9,1.62247,,,5518.9,0.00838,
5527.2,1.62237,,,5527.2,0.00826,
5535.6,1.62266,,,5535.6,0.00826,
5543.9,1.62262,,,5543.9,0.00817,
5552.3,1.62267,,,5552.3,0.00828,
5560.6,1.62264,,,5560.6,0.00822,
5569,1.62265,,,5569,0.00813,
5577.3,1.62266,,,5577.3,0.00802,
5585.7,1.62285,,,5585.7,0.00794,
5594,1.62282,,,5594,0.00783,
5602.4,1.62294,,,5602.4,0.00782,
5610.7,1.62299,,,5610.7,0.00773,
5619.1,1.6229,,,5619.1,0.00767,
5627.4,1.62313,,,5627.4,0.0075,
5635.8,1.62331,,,5635.8,0.00742,
5644.1,1.62334,,,5644.1,0.00749,
5652.5,1.62343,,,5652.5,0.00745,
5660.8,1.62353,,,5660.8,0.0073,
5669.2,1.6236,,,5669.2,0.00734,
5677.5,1.62375,,,5677.5,0.00727,
5685.9,1.62375,,,5685.9,0.00726,
5694.2,1.62393,,,5694.2,0.00728,
5702.6,1.62394,,,5702.6,0.0072,
5710.9,1.62406,,,5710.9,0.00713,
5719.3,1.62411,,,5719.3,0.00716,
5727.6,1.6242,,,5727.6,0.0071,
5736,1.62428,,,5736,0.00706,
5744.3,1.62434,,,5744.3,0.00705,
5752.7,1.62449,,,5752.7,0.00694,
5761,1.62456,,,5761,0.00703,
5769.4,1.6247,,,5769.4,0.007,
5777.7,1.62468,,,5777.7,0.00699,
5786.1,1.62472,,,5786.1,0.00702,
5794.4,1.62482,,,5794.4,0.00695,
5802.8,1.62477,,,5802.8,0.0069,
5811.1,1.62489,,,5811.1,0.00685,
5819.5,1.62495,,,5819.5,0.00672,
5827.8,1.62516,,,5827.8,0.00673,
5836.2,1.62525,,,5836.2,0.00673,
5844.5,1.6253,,,5844.5,0.00676,
5852.9,1.62538,,,5852.9,0.00674,
5861.2,1.62537,,,5861.2,0.00681,
5869.6,1.62542,,,5869.6,0.00673,
5877.9,1.62545,,,5877.9,0.00664,
5886.3,1.62558,,,5886.3,0.00663,
5894.6,1.6256,,,5894.6,0.00659,
5903,1.62575,,,5903,0.00653,
5911.3,1.62585,,,5911.3,0.00655,
5919.7,1.62592,,,5919.7,0.00652,
5928,1.62599,,,5928,0.00648,
5936.4,1.62596,,,5936.4,0.0064,
5944.7,1.62626,,,5944.7,0.00644,
5953.1,1.62623,,,5953.1,0.00633,
5961.4,1.62637,,,5961.4,0.00634,
5969.8,1.62645,,,5969.8,0.00634,
5978.1,1.62657,,,5978.1,0.0063,
5986.5,1.62666,,,5986.5,0.0063,
5994.9,1.62698,,,5994.9,0.00621,
6003.2,1.62705,,,6003.2,0.00656,
6011.6,1.62704,,,6011.6,0.0066,
6019.9,1.62707,,,6019.9,0.00663,
6028.3,1.62711,,,6028.3,0.00666,
6036.6,1.62716,,,6036.6,0.0067,
6044.9,1.62719,,,6044.9,0.00673,
6053.3,1.62723,,,6053.3,0.00676,
6061.7,1.62726,,,6061.7,0.00679,
6070,1.62728,,,6070,0.00683,
6078.4,1.6273,,,6078.4,0.00686,
6086.7,1.6273,,,6086.7,0.0069,
6095.1,1.62728,,,6095.1,0.00689,
6103.4,1.62729,,,6103.4,0.00688,
6111.8,1.6273,,,6111.8,0.00686,
6120.1,1.62732,,,6120.1,0.00684,
6128.5,1.62734,,,6128.5,0.00683,
6136.8,1.62737,,,6136.8,0.00681,
6145.2,1.62739,,,6145.2,0.0068,
6153.5,1.62742,,,6153.5,0.00678,
6161.9,1.62745,,,6161.9,0.00677,
6170.2,1.62747,,,6170.2,0.00675,
6178.6,1.6275,,,6178.6,0.00673,
6186.9,1.62753,,,6186.9,0.00672,
6195.3,1.62756,,,6195.3,0.0067,
6203.6,1.62759,,,6203.6,0.00669,
6212,1.62761,,,6212,0.00668,
6220.3,1.62764,,,6220.3,0.00666,
6228.7,1.62767,,,6228.7,0.00665,
6237,1.62769,,,6237,0.00663,
6245.4,1.62771,,,6245.4,0.00662,
6253.7,1.62773,,,6253.7,0.0066,
6262.1,1.62774,,,6262.1,0.00659,
6270.4,1.62774,,,6270.4,0.00656,
6278.8,1.62776,,,6278.8,0.00652,
6287.1,1.62778,,,6287.1,0.00647,
6295.5,1.6278,,,6295.5,0.00643,
6303.8,1.62783,,,6303.8,0.00639,
6312.2,1.62786,,,6312.2,0.00635,
6320.5,1.62789,,,6320.5,0.00631,
6328.9,1.62793,,,6328.9,0.00627,
6337.2,1.62796,,,6337.2,0.00623,
6345.6,1.628,,,6345.6,0.00619,
6353.9,1.62804,,,6353.9,0.00615,
6362.3,1.62807,,,6362.3,0.0061,
6370.6,1.62812,,,6370.6,0.00606,
6379,1.62816,,,6379,0.00602,
6387.3,1.6282,,,6387.3,0.00598,
6395.7,1.62824,,,6395.7,0.00594,
6404,1.62829,,,6404,0.0059,
6412.4,1.62834,,,6412.4,0.00586,
6420.7,1.62839,,,6420.7,0.00582,
6429.1,1.62844,,,6429.1,0.00578,
6437.4,1.62849,,,6437.4,0.00574,
6445.8,1.62855,,,6445.8,0.0057,
6454.1,1.62861,,,6454.1,0.00567,
6462.5,1.62866,,,6462.5,0.00564,
6470.9,1.62871,,,6470.9,0.00561,
6479.2,1.62877,,,6479.2,0.00558,
6487.6,1.62882,,,6487.6,0.00555,
6495.9,1.62887,,,6495.9,0.00552,
6504.3,1.62893,,,6504.3,0.00549,
6512.6,1.62898,,,6512.6,0.00545,
6520.9,1.62904,,,6520.9,0.00542,
6529.3,1.6291,,,6529.3,0.00539,
6537.6,1.62916,,,6537.6,0.00537,
6546,1.62921,,,6546,0.00534,
6554.4,1.62927,,,6554.4,0.00531,
6562.7,1.62933,,,6562.7,0.00529,
6571.1,1.62939,,,6571.1,0.00526,
6579.4,1.62945,,,6579.4,0.00523,
6587.8,1.62951,,,6587.8,0.00521,
6596.1,1.62957,,,6596.1,0.00518,
6604.5,1.62964,,,6604.5,0.00515,
6612.8,1.6297,,,6612.8,0.00513,
6621.2,1.62978,,,6621.2,0.00511,
6629.5,1.62985,,,6629.5,0.00511,
6637.9,1.62992,,,6637.9,0.0051,
6646.2,1.62998,,,6646.2,0.00509,
6654.6,1.63004,,,6654.6,0.00509,
6662.9,1.6301,,,6662.9,0.00508,
6671.3,1.63015,,,6671.3,0.00508,
6679.6,1.63021,,,6679.6,0.00507,
6688,1.63026,,,6688,0.00507,
6696.3,1.63032,,,6696.3,0.00506,
6704.7,1.63037,,,6704.7,0.00506,
6713,1.63042,,,6713,0.00506,
6721.4,1.63047,,,6721.4,0.00505,
6729.7,1.63052,,,6729.7,0.00505,
6738.1,1.63057,,,6738.1,0.00505,
6746.4,1.63062,,,6746.4,0.00505,
6754.8,1.63066,,,6754.8,0.00505,
6763.1,1.63071,,,6763.1,0.00505,
6771.5,1.63075,,,6771.5,0.00504,
6779.8,1.63079,,,6779.8,0.00504,
6788.2,1.63083,,,6788.2,0.00504,
6796.5,1.63086,,,6796.5,0.00504,
6804.9,1.6309,,,6804.9,0.00502,
6813.2,1.63094,,,6813.2,0.00501,
6821.6,1.63098,,,6821.6,0.005,
6829.9,1.63102,,,6829.9,0.00499,
6838.3,1.63106,,,6838.3,0.00498,
6846.6,1.6311,,,6846.6,0.00497,
6855,1.63114,,,6855,0.00496,
6863.3,1.63118,,,6863.3,0.00495,
6871.7,1.63123,,,6871.7,0.00494,
6880,1.63127,,,6880,0.00492,
6888.4,1.63131,,,6888.4,0.00492,
6896.7,1.63136,,,6896.7,0.00491,
6905.1,1.6314,,,6905.1,0.0049,
6913.4,1.63144,,,6913.4,0.00489,
6921.8,1.63148,,,6921.8,0.00489,
6930.1,1.63152,,,6930.1,0.00488,
6938.5,1.63156,,,6938.5,0.00487,
6946.8,1.6316,,,6946.8,0.00486,
6955.2,1.63163,,,6955.2,0.00486,
6963.6,1.63167,,,6963.6,0.00485,
6971.9,1.63171,,,6971.9,0.00484,
6980.3,1.63175,,,6980.3,0.00483,
6988.6,1.63179,,,6988.6,0.00483,
6996.9,1.63182,,,6996.9,0.00482,
7005.3,1.63186,,,7005.3,0.00482,
7013.6,1.63189,,,7013.6,0.00481,
7022,1.63192,,,7022,0.0048,
7030.4,1.63195,,,7030.4,0.0048,
7038.7,1.63198,,,7038.7,0.00479,
7047.1,1.63201,,,7047.1,0.00479,
7055.4,1.63204,,,7055.4,0.00478,
7063.8,1.63206,,,7063.8,0.00477,
7072.1,1.63208,,,7072.1,0.00475,
7080.5,1.63211,,,7080.5,0.00473,
7088.8,1.63214,,,7088.8,0.00471,
7097.2,1.63217,,,7097.2,0.00469,
7105.5,1.63219,,,7105.5,0.00468,
7113.9,1.63222,,,7113.9,0.00466,
7122.2,1.63225,,,7122.2,0.00464,
7130.6,1.63228,,,7130.6,0.00462,
7138.9,1.6323,,,7138.9,0.00461,
7147.3,1.63232,,,7147.3,0.00458,
7155.6,1.63234,,,7155.6,0.00455,
7164,1.63237,,,7164,0.00451,
7172.3,1.6324,,,7172.3,0.00448,
7180.7,1.63244,,,7180.7,0.00444,
7189,1.63247,,,7189,0.0044,
7197.4,1.63251,,,7197.4,0.00437,
7205.7,1.63256,,,7205.7,0.00433,
7214.1,1.6326,,,7214.1,0.0043,
7222.4,1.63265,,,7222.4,0.00426,
7230.8,1.6327,,,7230.8,0.00423,
7239.1,1.63276,,,7239.1,0.0042,
7247.5,1.63281,,,7247.5,0.00418,
7255.8,1.63287,,,7255.8,0.00416,
7264.2,1.63292,,,7264.2,0.00414,
7272.5,1.63297,,,7272.5,0.00411,
7280.9,1.63302,,,7280.9,0.00409,
7289.2,1.63307,,,7289.2,0.00407,
7297.6,1.63312,,,7297.6,0.00405,
7305.9,1.63317,,,7305.9,0.00403,
7314.3,1.63323,,,7314.3,0.00401,
7322.6,1.63329,,,7322.6,0.00399,
7331,1.63334,,,7331,0.00398,
7339.3,1.6334,,,7339.3,0.00397,
7347.7,1.63345,,,7347.7,0.00396,
7356,1.6335,,,7356,0.00395,
7364.4,1.63355,,,7364.4,0.00394,
7372.7,1.6336,,,7372.7,0.00393,
7381.1,1.63365,,,7381.1,0.00392,
7389.4,1.6337,,,7389.4,0.00391,
7397.8,1.63375,,,7397.8,0.0039,
7406.1,1.6338,,,7406.1,0.00389,
7414.5,1.63385,,,7414.5,0.00388,
7422.8,1.63389,,,7422.8,0.00387,
7431.2,1.63394,,,7431.2,0.00387,
7439.5,1.63399,,,7439.5,0.00386,
7447.9,1.63403,,,7447.9,0.00385,
7456.3,1.63408,,,7456.3,0.00385,
7464.6,1.63412,,,7464.6,0.00384,
7472.9,1.63417,,,7472.9,0.00383,
7481.3,1.63421,,,7481.3,0.00383,
7489.6,1.63425,,,7489.6,0.00382,
7498,1.6343,,,7498,0.00381,
7506.4,1.63434,,,7506.4,0.0038,
7514.7,1.63438,,,7514.7,0.0038,
7523.1,1.63442,,,7523.1,0.00379,
7531.4,1.63447,,,7531.4,0.00378,
7539.8,1.63451,,,7539.8,0.00377,
7548.1,1.63455,,,7548.1,0.00376,
7556.5,1.6346,,,7556.5,0.00376,
7564.8,1.63464,,,7564.8,0.00375,
7573.2,1.63468,,,7573.2,0.00374,
7581.5,1.63473,,,7581.5,0.00373,
7589.9,1.63477,,,7589.9,0.00373,
7598.2,1.63482,,,7598.2,0.00372,
7606.6,1.63486,,,7606.6,0.00372,
7614.9,1.6349,,,7614.9,0.00371,
7623.3,1.63494,,,7623.3,0.00371,
7631.6,1.63498,,,7631.6,0.00371,
7640,1.63502,,,7640,0.0037,
7648.3,1.63506,,,7648.3,0.0037,
7656.7,1.6351,,,7656.7,0.00369,
7665,1.63514,,,7665,0.00369,
7673.4,1.63517,,,7673.4,0.00369,
7681.7,1.63521,,,7681.7,0.00368,
7690.1,1.63524,,,7690.1,0.00367,
7698.4,1.63528,,,7698.4,0.00366,
7706.8,1.63532,,,7706.8,0.00365,
7715.1,1.63536,,,7715.1,0.00364,
7723.5,1.6354,,,7723.5,0.00363,
7731.8,1.63544,,,7731.8,0.00363,
7740.2,1.63548,,,7740.2,0.00362,
7748.5,1.63552,,,7748.5,0.00361,
7756.9,1.63556,,,7756.9,0.0036,
7765.2,1.63561,,,7765.2,0.0036,
7773.6,1.63566,,,7773.6,0.0036,
7781.9,1.63569,,,7781.9,0.0036,
7790.3,1.63573,,,7790.3,0.00361,
7798.6,1.63577,,,7798.6,0.00361,
7807,1.6358,,,7807,0.00361,
7815.3,1.63583,,,7815.3,0.00362,
7823.7,1.63586,,,7823.7,0.00362,
7832,1.63588,,,7832,0.00362,
7840.4,1.63591,,,7840.4,0.00362,
7848.7,1.63592,,,7848.7,0.00363,
7857.1,1.63593,,,7857.1,0.00361,
7865.4,1.63595,,,7865.4,0.00359,
7873.8,1.63598,,,7873.8,0.00358,
7882.1,1.636,,,7882.1,0.00356,
7890.5,1.63603,,,7890.5,0.00354,
7898.8,1.63605,,,7898.8,0.00353,
7907.2,1.63608,,,7907.2,0.00351,
7915.5,1.63611,,,7915.5,0.00349,
7923.9,1.63614,,,7923.9,0.00348,
7932.2,1.63616,,,7932.2,0.00346,
7940.6,1.63618,,,7940.6,0.00344,
7948.9,1.63621,,,7948.9,0.00341,
7957.3,1.63624,,,7957.3,0.00338,
7965.6,1.63627,,,7965.6,0.00335,
7974,1.63631,,,7974,0.00332,
7982.4,1.63634,,,7982.4,0.00329,
7990.7,1.63638,,,7990.7,0.00326,
7999.1,1.63643,,,7999.1,0.00323,
8007.4,1.63647,,,8007.4,0.0032,
8015.8,1.63652,,,8015.8,0.00317,
8024.1,1.63658,,,8024.1,0.00314,
8032.4,1.63664,,,8032.4,0.00313,
8040.8,1.63669,,,8040.8,0.00312,
8049.1,1.63674,,,8049.1,0.00311,
8057.5,1.63678,,,8057.5,0.0031,
8065.9,1.63683,,,8065.9,0.00309,
8074.2,1.63687,,,8074.2,0.00308,
8082.6,1.63691,,,8082.6,0.00307,
8090.9,1.63695,,,8090.9,0.00306,
8099.3,1.63699,,,8099.3,0.00305,
8107.6,1.63703,,,8107.6,0.00304,
8116,1.63706,,,8116,0.00303,
8124.3,1.63709,,,8124.3,0.00301,
8132.7,1.63713,,,8132.7,0.00299,
8141,1.63717,,,8141,0.00297,
8149.4,1.63721,,,8149.4,0.00295,
8157.7,1.63725,,,8157.7,0.00293,
8166.1,1.6373,,,8166.1,0.00291,
8174.4,1.63734,,,8174.4,0.00289,
8182.8,1.63739,,,8182.8,0.00287,
8191.1,1.63743,,,8191.1,0.00285,
8199.5,1.63748,,,8199.5,0.00284,
8207.8,1.63753,,,8207.8,0.00282,
8216.2,1.63758,,,8216.2,0.00281,
8224.5,1.63763,,,8224.5,0.00279,
8232.9,1.63767,,,8232.9,0.00278,
8241.2,1.63772,,,8241.2,0.00276,
8249.6,1.63777,,,8249.6,0.00275,
8257.9,1.63782,,,8257.9,0.00274,
8266.3,1.63786,,,8266.3,0.00272,
8274.6,1.63791,,,8274.6,0.00271,
8283,1.63796,,,8283,0.00269,
8291.3,1.63801,,,8291.3,0.00268,
8299.7,1.63807,,,8299.7,0.00267,
8308,1.63812,,,8308,0.00267,
8316.4,1.63816,,,8316.4,0.00266,
8324.7,1.63821,,,8324.7,0.00265,
8333.1,1.63826,,,8333.1,0.00264,
8341.4,1.63831,,,8341.4,0.00263,
8349.8,1.63836,,,8349.8,0.00262,
8358.1,1.63841,,,8358.1,0.00261,
8366.5,1.63846,,,8366.5,0.00261,
8374.8,1.63851,,,8374.8,0.0026,
8383.2,1.63856,,,8383.2,0.00259,
8391.5,1.63861,,,8391.5,0.00259,
8399.9,1.63866,,,8399.9,0.00259,
8408.2,1.63871,,,8408.2,0.00259,
8416.6,1.63875,,,8416.6,0.00259,
8424.9,1.6388,,,8424.9,0.00259,
8433.3,1.63884,,,8433.3,0.00259,
8441.6,1.63888,,,8441.6,0.00259,
8450,1.63892,,,8450,0.00259,
8458.4,1.63896,,,8458.4,0.00259,
8466.7,1.639,,,8466.7,0.00259,
8475,1.63904,,,8475,0.00258,
8483.4,1.63908,,,8483.4,0.00258,
8491.8,1.63911,,,8491.8,0.00257,
8500.1,1.63915,,,8500.1,0.00257,
8508.5,1.63919,,,8508.5,0.00256,
8516.8,1.63923,,,8516.8,0.00255,
8525.1,1.63927,,,8525.1,0.00255,
8533.5,1.63931,,,8533.5,0.00254,
8541.9,1.63935,,,8541.9,0.00254,
8550.2,1.63939,,,8550.2,0.00253,
8558.6,1.63943,,,8558.6,0.00252,
8566.9,1.63947,,,8566.9,0.00252,
8575.3,1.63951,,,8575.3,0.00251,
8583.6,1.63955,,,8583.6,0.0025,
8592,1.63959,,,8592,0.00249,
8600.3,1.63963,,,8600.3,0.00249,
8608.7,1.63967,,,8608.7,0.00248,
8617,1.63971,,,8617,0.00247,
8625.4,1.63975,,,8625.4,0.00246,
8633.7,1.63978,,,8633.7,0.00246,
8642.1,1.63982,,,8642.1,0.00245,
8650.4,1.63986,,,8650.4,0.00244,
8658.8,1.6399,,,8658.8,0.00242,
8667.1,1.63994,,,8667.1,0.00241,
8675.5,1.63998,,,8675.5,0.0024,
8683.8,1.64002,,,8683.8,0.00239,
8692.2,1.64007,,,8692.2,0.00238,
8700.5,1.64011,,,8700.5,0.00237,
8708.9,1.64015,,,8708.9,0.00235,
8717.2,1.6402,,,8717.2,0.00234,
8725.6,1.64025,,,8725.6,0.00233,
8733.9,1.6403,,,8733.9,0.00232,
8742.3,1.64035,,,8742.3,0.00232,
8750.6,1.6404,,,8750.6,0.00232,
8759,1.64044,,,8759,0.00232,
8767.3,1.64048,,,8767.3,0.00232,
8775.7,1.64052,,,8775.7,0.00232,
8784,1.64057,,,8784,0.00231,
8792.4,1.64061,,,8792.4,0.00231,
8800.7,1.64064,,,8800.7,0.00231,
8809.1,1.64068,,,8809.1,0.00231,
8817.4,1.64071,,,8817.4,0.00231,
8825.8,1.64075,,,8825.8,0.0023,
8834.1,1.64078,,,8834.1,0.00229,
8842.5,1.64082,,,8842.5,0.00228,
8850.8,1.64086,,,8850.8,0.00227,
8859.2,1.6409,,,8859.2,0.00226,
8867.5,1.64094,,,8867.5,0.00225,
8875.9,1.64098,,,8875.9,0.00224,
8884.2,1.64102,,,8884.2,0.00223,
8892.6,1.64106,,,8892.6,0.00222,
8900.9,1.6411,,,8900.9,0.00221,
8909.3,1.64113,,,8909.3,0.00219,
8917.6,1.64118,,,8917.6,0.00218,
8926,1.64122,,,8926,0.00217,
8934.3,1.64126,,,8934.3,0.00216,
8942.7,1.6413,,,8942.7,0.00215,
8951,1.64134,,,8951,0.00213,
8959.4,1.64139,,,8959.4,0.00212,
8967.8,1.64143,,,8967.8,0.00211,
8976.1,1.64148,,,8976.1,0.0021,
8984.5,1.64153,,,8984.5,0.00208,
8992.8,1.64158,,,8992.8,0.00207,
9001.1,1.64163,,,9001.1,0.00207,
9009.5,1.64167,,,9009.5,0.00206,
9017.9,1.64172,,,9017.9,0.00205,
9026.2,1.64176,,,9026.2,0.00205,
9034.5,1.64181,,,9034.5,0.00204,
9042.9,1.64185,,,9042.9,0.00204,
9051.3,1.6419,,,9051.3,0.00203,
9059.6,1.64194,,,9059.6,0.00203,
9068,1.64198,,,9068,0.00202,
9076.3,1.64203,,,9076.3,0.00202,
9084.7,1.64207,,,9084.7,0.00201,
9093,1.64211,,,9093,0.002,
9101.4,1.64215,,,9101.4,0.00199,
9109.7,1.6422,,,9109.7,0.00198,
9118.1,1.64224,,,9118.1,0.00198,
9126.4,1.64228,,,9126.4,0.00197,
9134.8,1.64233,,,9134.8,0.00196,
9143.1,1.64237,,,9143.1,0.00195,
9151.5,1.64242,,,9151.5,0.00195,
9159.8,1.64246,,,9159.8,0.00194,
9168.2,1.64251,,,9168.2,0.00193,
9176.5,1.64255,,,9176.5,0.00192,
9184.9,1.64259,,,9184.9,0.00192,
9193.2,1.64264,,,9193.2,0.00191,
9201.6,1.64268,,,9201.6,0.0019,
9209.9,1.64273,,,9209.9,0.00189,
9218.3,1.64277,,,9218.3,0.00189,
9226.6,1.64282,,,9226.6,0.00188,
9235,1.64286,,,9235,0.00187,
9243.3,1.64291,,,9243.3,0.00187,
9251.7,1.64295,,,9251.7,0.00186,
9260,1.64299,,,9260,0.00185,
9268.4,1.64304,,,9268.4,0.00185,
9276.7,1.64308,,,9276.7,0.00184,
9285.1,1.64313,,,9285.1,0.00183,
9293.4,1.64317,,,9293.4,0.00183,
9301.8,1.64322,,,9301.8,0.00182,
9310.1,1.64326,,,9310.1,0.00181,
9318.5,1.64331,,,9318.5,0.0018,
9326.8,1.64335,,,9326.8,0.0018,
9335.2,1.6434,,,9335.2,0.00179,
9343.5,1.64344,,,9343.5,0.00178,
9351.9,1.64348,,,9351.9,0.00178,
9360.2,1.64353,,,9360.2,0.00177,
9368.6,1.64357,,,9368.6,0.00176,
9376.9,1.64362,,,9376.9,0.00175,
9385.3,1.64366,,,9385.3,0.00174,
9393.6,1.64371,,,9393.6,0.00173,
9402,1.64375,,,9402,0.00172,
9410.3,1.6438,,,9410.3,0.00172,
9418.7,1.64385,,,9418.7,0.00171,
9427,1.64389,,,9427,0.0017,
9435.4,1.64394,,,9435.4,0.00169,
9443.7,1.64399,,,9443.7,0.00168,
9452.1,1.64404,,,9452.1,0.00168,
9460.5,1.64408,,,9460.5,0.00167,
9468.8,1.64413,,,9468.8,0.00166,
9477.1,1.64418,,,9477.1,0.00165,
9485.5,1.64423,,,9485.5,0.00164,
9493.9,1.64427,,,9493.9,0.00164,
9502.2,1.64432,,,9502.2,0.00163,
9510.5,1.64437,,,9510.5,0.00162,
9518.9,1.64442,,,9518.9,0.00161,
9527.3,1.64447,,,9527.3,0.00161,
9535.6,1.64452,,,9535.6,0.0016,
9544,1.64457,,,9544,0.00159,
9552.3,1.64461,,,9552.3,0.00158,
9560.7,1.64466,,,9560.7,0.00158,
9569,1.64472,,,9569,0.00157,
9577.4,1.64477,,,9577.4,0.00156,
9585.7,1.64482,,,9585.7,0.00155,
9594.1,1.64487,,,9594.1,0.00154,
9602.4,1.64492,,,9602.4,0.00154,
9610.8,1.64498,,,9610.8,0.00153,
9619.1,1.64503,,,9619.1,0.00153,
9627.5,1.64509,,,9627.5,0.00153,
9635.8,1.64514,,,9635.8,0.00153,
9644.2,1.64519,,,9644.2,0.00153,
9652.5,1.64524,,,9652.5,0.00152,
9660.9,1.64529,,,9660.9,0.00152,
9669.2,1.64535,,,9669.2,0.00152,
9677.6,1.6454,,,9677.6,0.00152,
9685.9,1.64545,,,9685.9,0.00152,
9694.3,1.6455,,,9694.3,0.00152,
9702.6,1.64555,,,9702.6,0.00152,
9711,1.6456,,,9711,0.00152,
9719.3,1.64565,,,9719.3,0.00152,
9727.7,1.6457,,,9727.7,0.00152,
9736,1.64575,,,9736,0.00152,
9744.4,1.6458,,,9744.4,0.00152,
9752.7,1.64585,,,9752.7,0.00153,
9761.1,1.6459,,,9761.1,0.00153,
9769.4,1.64595,,,9769.4,0.00153,
9777.8,1.64599,,,9777.8,0.00153,
9786.1,1.64604,,,9786.1,0.00153,
9794.5,1.64609,,,9794.5,0.00153,
9802.8,1.64614,,,9802.8,0.00153,
9811.2,1.64618,,,9811.2,0.00153,
9819.5,1.64623,,,9819.5,0.00153,
9827.9,1.64628,,,9827.9,0.00153,
9836.2,1.64633,,,9836.2,0.00153,
9844.6,1.64637,,,9844.6,0.00153,
9852.9,1.64642,,,9852.9,0.00153,
9861.3,1.64647,,,9861.3,0.00153,
9869.6,1.64652,,,9869.6,0.00153,
9878,1.64657,,,9878,0.00153,
9886.3,1.64662,,,9886.3,0.00153,
9894.7,1.64667,,,9894.7,0.00154,
9903,1.64671,,,9903,0.00154,
9911.4,1.64676,,,9911.4,0.00154,
9919.7,1.64681,,,9919.7,0.00155,
9928.1,1.64685,,,9928.1,0.00155,
9936.4,1.6469,,,9936.4,0.00155,
9944.8,1.64694,,,9944.8,0.00156,
9953.1,1.64699,,,9953.1,0.00156,
9961.5,1.64703,,,9961.5,0.00156,
9969.9,1.64707,,,9969.9,0.00156,
9978.2,1.64711,,,9978.2,0.00156,
9986.5,1.64716,,,9986.5,0.00156,
9994.9,1.6472,,,9994.9,0.00157,
10003.3,1.64724,,,10003.3,0.00157,
10011.6,1.64729,,,10011.6,0.00157,
10020,1.64733,,,10020,0.00157,
10028.3,1.64737,,,10028.3,0.00157,
10036.7,1.64741,,,10036.7,0.00157,
10045,1.64745,,,10045,0.00157,
10053.4,1.64749,,,10053.4,0.00157,
10061.7,1.64753,,,10061.7,0.00156,
10070.1,1.64757,,,10070.1,0.00156,
10078.4,1.64761,,,10078.4,0.00155,
10086.8,1.64765,,,10086.8,0.00155,
10095.1,1.64769,,,10095.1,0.00154,
10103.5,1.64774,,,10103.5,0.00154,
10111.8,1.64778,,,10111.8,0.00153,
10120.2,1.64782,,,10120.2,0.00153,
10128.5,1.64786,,,10128.5,0.00152,
10136.9,1.6479,,,10136.9,0.00151,
10145.2,1.64794,,,10145.2,0.0015,
10153.6,1.64798,,,10153.6,0.00149,
10161.9,1.64803,,,10161.9,0.00148,
10170.3,1.64807,,,10170.3,0.00146,
10178.6,1.64812,,,10178.6,0.00145,
10187,1.64817,,,10187,0.00144,
10195.3,1.64822,,,10195.3,0.00143,
10203.7,1.64827,,,10203.7,0.00141,
10212,1.64832,,,10212,0.0014,
10220.4,1.64837,,,10220.4,0.00139,
10228.7,1.64843,,,10228.7,0.00138,
10237.1,1.64849,,,10237.1,0.00138,
10245.4,1.64854,,,10245.4,0.00137,
10253.8,1.6486,,,10253.8,0.00137,
10262.1,1.64865,,,10262.1,0.00136,
10270.5,1.6487,,,10270.5,0.00136,
10278.8,1.64875,,,10278.8,0.00135,
10287.2,1.6488,,,10287.2,0.00135,
10295.5,1.64886,,,10295.5,0.00135,
